timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1650012777002,651,https://www.demoblaze.com/index.html-7,200,OK,Login 2-13,bin,true,,27679,515,9,9,https://www.demoblaze.com/Samsung1.jpg,573,0,293
1650012777175,355,https://www.demoblaze.com/index.html-8,200,OK,Login 2-13,bin,true,,34140,513,9,9,https://www.demoblaze.com/nexus1.jpg,270,0,186
1650012777186,310,https://www.demoblaze.com/index.html-9,200,OK,Login 2-13,bin,true,,34899,514,9,9,https://www.demoblaze.com/iphone1.jpg,232,0,157
1650012777366,547,https://www.demoblaze.com/index.html-10,200,OK,Login 2-13,text,true,,35961,541,9,9,https://www.demoblaze.com/node_modules/jquery/dist/jquery.min.js,461,0,184
1650012777369,475,https://www.demoblaze.com/index.html-11,200,OK,Login 2-13,text,true,,160330,542,9,9,https://www.demoblaze.com/node_modules/video.js/dist/video.min.js,251,0,177
1650012777436,384,https://www.demoblaze.com/index.html-12,200,OK,Login 2-13,text,true,,72980,567,9,9,https://www.demoblaze.com/node_modules/videojs-contrib-hls/dist/videojs-contrib-hls.min.js,236,0,164
1650012777496,80,https://www.demoblaze.com/index.html-13,200,OK,Login 2-13,text,true,,9539,544,9,9,https://www.demoblaze.com/node_modules/tether/dist/js/tether.min.js,75,0,0
1650012777530,95,https://www.demoblaze.com/index.html-14,200,OK,Login 2-13,text,true,,15571,550,9,9,https://www.demoblaze.com/node_modules/bootstrap/dist/js/bootstrap.min.js,81,0,0
1650012777577,276,https://www.demoblaze.com/index.html-15,200,OK,Login 2-13,text,true,,2900,514,9,9,https://www.demoblaze.com/js/index.js,274,0,0
1650012777914,298,https://api.demoblaze.com/check,200,OK,Login 2-13,text,true,,303,435,9,9,https://api.demoblaze.com/check,298,0,0
1650012777084,1220,https://www.demoblaze.com/index.html,200,OK,Login 2-2,text,true,,467173,8474,8,8,https://www.demoblaze.com/index.html,244,0,168
1650012777084,278,https://www.demoblaze.com/index.html-0,200,OK,Login 2-2,text,true,,19902,513,8,8,https://www.demoblaze.com/index.html,244,0,168
1650012777365,273,https://www.demoblaze.com/index.html-1,200,OK,Login 2-2,bin,true,,5836,514,8,8,https://www.demoblaze.com/favicon.ico,268,0,0
1650012777365,324,https://www.demoblaze.com/index.html-2,200,OK,Login 2-2,text,true,,28655,552,8,8,https://www.demoblaze.com/node_modules/bootstrap/dist/css/bootstrap.min.css,255,0,181
1650012777365,262,https://www.demoblaze.com/index.html-3,200,OK,Login 2-2,text,true,,12434,546,8,8,https://www.demoblaze.com/node_modules/video.js/dist/video-js.min.css,243,0,172
1650012777365,256,https://www.demoblaze.com/index.html-4,200,OK,Login 2-2,text,true,,1276,520,8,8,https://www.demoblaze.com/css/latofonts.css,255,0,182
1650012777365,252,https://www.demoblaze.com/index.html-5,200,OK,Login 2-2,text,true,,862,520,8,8,https://www.demoblaze.com/css/latostyle.css,251,0,178
1650012777365,263,https://www.demoblaze.com/index.html-6,200,OK,Login 2-2,bin,true,,4263,509,8,8,https://www.demoblaze.com/bm.png,259,0,183
1650012777617,318,https://www.demoblaze.com/index.html-7,200,OK,Login 2-2,bin,true,,27683,515,8,8,https://www.demoblaze.com/Samsung1.jpg,255,0,174
1650012777622,250,https://www.demoblaze.com/index.html-8,200,OK,Login 2-2,bin,true,,34140,513,8,8,https://www.demoblaze.com/nexus1.jpg,161,0,89
1650012777627,316,https://www.demoblaze.com/index.html-9,200,OK,Login 2-2,bin,true,,34899,514,8,8,https://www.demoblaze.com/iphone1.jpg,238,0,164
1650012777628,321,https://www.demoblaze.com/index.html-10,200,OK,Login 2-2,text,true,,36180,541,8,8,https://www.demoblaze.com/node_modules/jquery/dist/jquery.min.js,238,0,164
1650012777639,665,https://www.demoblaze.com/index.html-11,200,OK,Login 2-2,text,true,,160577,542,8,8,https://www.demoblaze.com/node_modules/video.js/dist/video.min.js,441,0,166
1650012777689,384,https://www.demoblaze.com/index.html-12,200,OK,Login 2-2,text,true,,72834,567,8,8,https://www.demoblaze.com/node_modules/videojs-contrib-hls/dist/videojs-contrib-hls.min.js,236,0,163
1650012777873,80,https://www.demoblaze.com/index.html-13,200,OK,Login 2-2,text,true,,9240,544,8,8,https://www.demoblaze.com/node_modules/tether/dist/js/tether.min.js,73,0,0
1650012777935,86,https://www.demoblaze.com/index.html-14,200,OK,Login 2-2,text,true,,15608,550,8,8,https://www.demoblaze.com/node_modules/bootstrap/dist/js/bootstrap.min.js,74,0,0
1650012777943,75,https://www.demoblaze.com/index.html-15,200,OK,Login 2-2,text,true,,2784,514,8,8,https://www.demoblaze.com/js/index.js,73,0,0
1650012778305,297,https://api.demoblaze.com/check,200,OK,Login 2-2,text,true,,303,435,8,8,https://api.demoblaze.com/check,297,0,0
1650012781473,1456,https://www.demoblaze.com/index.html,200,OK,Login 2-7,text,true,,468078,8474,7,7,https://www.demoblaze.com/index.html,449,0,166
1650012781473,480,https://www.demoblaze.com/index.html-0,200,OK,Login 2-7,text,true,,19902,513,7,7,https://www.demoblaze.com/index.html,449,0,166
1650012781955,252,https://www.demoblaze.com/index.html-1,200,OK,Login 2-7,bin,true,,5742,514,7,7,https://www.demoblaze.com/favicon.ico,245,0,172
1650012781955,508,https://www.demoblaze.com/index.html-2,200,OK,Login 2-7,text,true,,28272,552,7,7,https://www.demoblaze.com/node_modules/bootstrap/dist/css/bootstrap.min.css,439,0,170
1650012781955,268,https://www.demoblaze.com/index.html-3,200,OK,Login 2-7,text,true,,12461,546,7,7,https://www.demoblaze.com/node_modules/video.js/dist/video-js.min.css,249,0,174
1650012781955,242,https://www.demoblaze.com/index.html-4,200,OK,Login 2-7,text,true,,1325,520,7,7,https://www.demoblaze.com/css/latofonts.css,242,0,168
1650012781955,450,https://www.demoblaze.com/index.html-5,200,OK,Login 2-7,text,true,,1003,520,7,7,https://www.demoblaze.com/css/latostyle.css,449,0,176
1650012781955,79,https://www.demoblaze.com/index.html-6,200,OK,Login 2-7,bin,true,,4263,509,7,7,https://www.demoblaze.com/bm.png,75,0,0
1650012782035,316,https://www.demoblaze.com/index.html-7,200,OK,Login 2-7,bin,true,,27683,515,7,7,https://www.demoblaze.com/Samsung1.jpg,247,0,169
1650012782197,329,https://www.demoblaze.com/index.html-8,200,OK,Login 2-7,bin,true,,34144,513,7,7,https://www.demoblaze.com/nexus1.jpg,250,0,174
1650012782208,517,https://www.demoblaze.com/index.html-9,200,OK,Login 2-7,bin,true,,34899,514,7,7,https://www.demoblaze.com/iphone1.jpg,438,0,162
1650012782223,326,https://www.demoblaze.com/index.html-10,200,OK,Login 2-7,text,true,,36694,541,7,7,https://www.demoblaze.com/node_modules/jquery/dist/jquery.min.js,240,0,163
1650012782351,228,https://www.demoblaze.com/index.html-11,200,OK,Login 2-7,text,true,,160851,542,7,7,https://www.demoblaze.com/node_modules/video.js/dist/video.min.js,76,0,0
1650012782405,396,https://www.demoblaze.com/index.html-12,200,OK,Login 2-7,text,true,,73006,567,7,7,https://www.demoblaze.com/node_modules/videojs-contrib-hls/dist/videojs-contrib-hls.min.js,245,0,171
1650012782464,465,https://www.demoblaze.com/index.html-13,200,OK,Login 2-7,text,true,,9365,544,7,7,https://www.demoblaze.com/node_modules/tether/dist/js/tether.min.js,450,0,174
1650012782526,294,https://www.demoblaze.com/index.html-14,200,OK,Login 2-7,text,true,,15507,550,7,7,https://www.demoblaze.com/node_modules/bootstrap/dist/js/bootstrap.min.js,281,0,0
1650012782549,77,https://www.demoblaze.com/index.html-15,200,OK,Login 2-7,text,true,,2961,514,7,7,https://www.demoblaze.com/js/index.js,74,0,0
1650012782967,309,https://api.demoblaze.com/check,200,OK,Login 2-7,text,true,,303,435,7,7,https://api.demoblaze.com/check,309,0,0
1650012785491,1564,https://www.demoblaze.com/index.html,200,OK,Login 2-15,text,true,,466287,8474,6,6,https://www.demoblaze.com/index.html,448,0,172
1650012785491,481,https://www.demoblaze.com/index.html-0,200,OK,Login 2-15,text,true,,19902,513,6,6,https://www.demoblaze.com/index.html,448,0,172
1650012785974,286,https://www.demoblaze.com/index.html-1,200,OK,Login 2-15,bin,true,,5483,514,6,6,https://www.demoblaze.com/favicon.ico,281,0,0
1650012785974,330,https://www.demoblaze.com/index.html-2,200,OK,Login 2-15,text,true,,28249,552,6,6,https://www.demoblaze.com/node_modules/bootstrap/dist/css/bootstrap.min.css,260,0,186
1650012785975,275,https://www.demoblaze.com/index.html-3,200,OK,Login 2-15,text,true,,12509,546,6,6,https://www.demoblaze.com/node_modules/video.js/dist/video-js.min.css,251,0,176
1650012785974,446,https://www.demoblaze.com/index.html-4,200,OK,Login 2-15,text,true,,1219,520,6,6,https://www.demoblaze.com/css/latofonts.css,445,0,171
1650012785974,246,https://www.demoblaze.com/index.html-5,200,OK,Login 2-15,text,true,,1100,520,6,6,https://www.demoblaze.com/css/latostyle.css,245,0,172
1650012785974,465,https://www.demoblaze.com/index.html-6,200,OK,Login 2-15,bin,true,,4263,509,6,6,https://www.demoblaze.com/bm.png,458,0,186
1650012786220,516,https://www.demoblaze.com/index.html-7,200,OK,Login 2-15,bin,true,,27679,515,6,6,https://www.demoblaze.com/Samsung1.jpg,448,0,170
1650012786250,518,https://www.demoblaze.com/index.html-8,200,OK,Login 2-15,bin,true,,34140,513,6,6,https://www.demoblaze.com/nexus1.jpg,440,0,161
1650012786260,517,https://www.demoblaze.com/index.html-9,200,OK,Login 2-15,bin,true,,34899,514,6,6,https://www.demoblaze.com/iphone1.jpg,439,0,164
1650012786305,535,https://www.demoblaze.com/index.html-10,200,OK,Login 2-15,text,true,,36006,541,6,6,https://www.demoblaze.com/node_modules/jquery/dist/jquery.min.js,453,0,171
1650012786421,463,https://www.demoblaze.com/index.html-11,200,OK,Login 2-15,text,true,,160227,542,6,6,https://www.demoblaze.com/node_modules/video.js/dist/video.min.js,245,0,171
1650012786439,597,https://www.demoblaze.com/index.html-12,200,OK,Login 2-15,text,true,,72759,567,6,6,https://www.demoblaze.com/node_modules/videojs-contrib-hls/dist/videojs-contrib-hls.min.js,447,0,173
1650012786736,80,https://www.demoblaze.com/index.html-13,200,OK,Login 2-15,text,true,,9335,544,6,6,https://www.demoblaze.com/node_modules/tether/dist/js/tether.min.js,73,0,0
1650012786768,287,https://www.demoblaze.com/index.html-14,200,OK,Login 2-15,text,true,,15577,550,6,6,https://www.demoblaze.com/node_modules/bootstrap/dist/js/bootstrap.min.js,274,0,0
1650012786777,276,https://www.demoblaze.com/index.html-15,200,OK,Login 2-15,text,true,,2940,514,6,6,https://www.demoblaze.com/js/index.js,275,0,0
1650012785725,1398,https://www.demoblaze.com/index.html,200,OK,Login 2-3,text,true,,502171,8474,6,6,https://www.demoblaze.com/index.html,246,0,171
1650012785725,252,https://www.demoblaze.com/index.html-0,200,OK,Login 2-3,text,true,,5030,513,6,6,https://www.demoblaze.com/index.html,246,0,171
1650012785979,461,https://www.demoblaze.com/index.html-1,200,OK,Login 2-3,bin,true,,5813,514,6,6,https://www.demoblaze.com/favicon.ico,455,0,185
1650012785979,352,https://www.demoblaze.com/index.html-2,200,OK,Login 2-3,text,true,,28425,552,6,6,https://www.demoblaze.com/node_modules/bootstrap/dist/css/bootstrap.min.css,280,0,0
1650012785979,484,https://www.demoblaze.com/index.html-3,200,OK,Login 2-3,text,true,,12263,546,6,6,https://www.demoblaze.com/node_modules/video.js/dist/video-js.min.css,461,0,187
1650012785979,466,https://www.demoblaze.com/index.html-4,200,OK,Login 2-3,text,true,,1396,520,6,6,https://www.demoblaze.com/css/latofonts.css,466,0,190
1650012785982,252,https://www.demoblaze.com/index.html-5,200,OK,Login 2-3,text,true,,1012,520,6,6,https://www.demoblaze.com/css/latostyle.css,252,0,178
1650012785980,465,https://www.demoblaze.com/index.html-6,200,OK,Login 2-3,bin,true,,4263,509,6,6,https://www.demoblaze.com/bm.png,458,0,182
1650012786234,348,https://www.demoblaze.com/index.html-7,200,OK,Login 2-3,bin,true,,27683,515,6,6,https://www.demoblaze.com/Samsung1.jpg,257,0,179
1650012786333,324,https://www.demoblaze.com/index.html-8,200,OK,Login 2-3,bin,true,,34144,513,6,6,https://www.demoblaze.com/nexus1.jpg,252,0,170
1650012786440,349,https://www.demoblaze.com/index.html-9,200,OK,Login 2-3,bin,true,,34903,514,6,6,https://www.demoblaze.com/iphone1.jpg,263,0,182
1650012786446,613,https://www.demoblaze.com/index.html-10,200,OK,Login 2-3,text,true,,86957,541,6,6,https://www.demoblaze.com/node_modules/jquery/dist/jquery.min.js,443,0,170
1650012786447,657,https://www.demoblaze.com/index.html-11,200,OK,Login 2-3,text,true,,159814,542,6,6,https://www.demoblaze.com/node_modules/video.js/dist/video.min.js,440,0,162
1650012786464,659,https://www.demoblaze.com/index.html-12,200,OK,Login 2-3,text,true,,72576,567,6,6,https://www.demoblaze.com/node_modules/videojs-contrib-hls/dist/videojs-contrib-hls.min.js,490,0,205
1650012786582,82,https://www.demoblaze.com/index.html-13,200,OK,Login 2-3,text,true,,9491,544,6,6,https://www.demoblaze.com/node_modules/tether/dist/js/tether.min.js,76,0,0
1650012786657,290,https://www.demoblaze.com/index.html-14,200,OK,Login 2-3,text,true,,15634,550,6,6,https://www.demoblaze.com/node_modules/bootstrap/dist/js/bootstrap.min.js,277,0,0
1650012786665,76,https://www.demoblaze.com/index.html-15,200,OK,Login 2-3,text,true,,2767,514,6,6,https://www.demoblaze.com/js/index.js,76,0,0
1650012786011,1254,https://www.demoblaze.com/index.html,200,OK,Login 2-12,text,true,,451072,8474,6,6,https://www.demoblaze.com/index.html,431,0,162
1650012786011,439,https://www.demoblaze.com/index.html-0,200,OK,Login 2-12,text,true,,5180,513,6,6,https://www.demoblaze.com/index.html,431,0,162
1650012786452,489,https://www.demoblaze.com/index.html-1,200,OK,Login 2-12,bin,true,,5964,514,6,6,https://www.demoblaze.com/favicon.ico,482,0,207
1650012786452,143,https://www.demoblaze.com/index.html-2,200,OK,Login 2-12,text,true,,28720,552,6,6,https://www.demoblaze.com/node_modules/bootstrap/dist/css/bootstrap.min.css,74,0,0
1650012786453,294,https://www.demoblaze.com/index.html-3,200,OK,Login 2-12,text,true,,12207,546,6,6,https://www.demoblaze.com/node_modules/video.js/dist/video-js.min.css,275,0,201
1650012786453,281,https://www.demoblaze.com/index.html-4,200,OK,Login 2-12,text,true,,1354,520,6,6,https://www.demoblaze.com/css/latofonts.css,280,0,207
1650012786452,260,https://www.demoblaze.com/index.html-5,200,OK,Login 2-12,text,true,,921,520,6,6,https://www.demoblaze.com/css/latostyle.css,259,0,186
1650012786453,290,https://www.demoblaze.com/index.html-6,200,OK,Login 2-12,bin,true,,4263,509,6,6,https://www.demoblaze.com/bm.png,283,0,209
1650012786595,311,https://www.demoblaze.com/index.html-7,200,OK,Login 2-12,bin,true,,27683,515,6,6,https://www.demoblaze.com/Samsung1.jpg,243,0,166
1650012786712,553,https://www.demoblaze.com/index.html-8,200,OK,Login 2-12,bin,true,,34140,513,6,6,https://www.demoblaze.com/nexus1.jpg,465,0,186
1650012786735,517,https://www.demoblaze.com/index.html-9,200,OK,Login 2-12,bin,true,,34899,514,6,6,https://www.demoblaze.com/iphone1.jpg,437,0,166
1650012786743,321,https://www.demoblaze.com/index.html-10,200,OK,Login 2-12,text,true,,35993,541,6,6,https://www.demoblaze.com/node_modules/jquery/dist/jquery.min.js,240,0,167
1650012786748,472,https://www.demoblaze.com/index.html-11,200,OK,Login 2-12,text,true,,159377,542,6,6,https://www.demoblaze.com/node_modules/video.js/dist/video.min.js,246,0,170
1650012786907,164,https://www.demoblaze.com/index.html-12,200,OK,Login 2-12,text,true,,72805,567,6,6,https://www.demoblaze.com/node_modules/videojs-contrib-hls/dist/videojs-contrib-hls.min.js,74,0,0
1650012786941,255,https://www.demoblaze.com/index.html-13,200,OK,Login 2-12,text,true,,9264,544,6,6,https://www.demoblaze.com/node_modules/tether/dist/js/tether.min.js,242,0,169
1650012787064,86,https://www.demoblaze.com/index.html-14,200,OK,Login 2-12,text,true,,15502,550,6,6,https://www.demoblaze.com/node_modules/bootstrap/dist/js/bootstrap.min.js,73,0,0
1650012787071,76,https://www.demoblaze.com/index.html-15,200,OK,Login 2-12,text,true,,2800,514,6,6,https://www.demoblaze.com/js/index.js,76,0,0
1650012787057,293,https://api.demoblaze.com/check,200,OK,Login 2-15,text,true,,303,435,6,6,https://api.demoblaze.com/check,293,0,0
1650012787124,335,https://api.demoblaze.com/check,200,OK,Login 2-3,text,true,,303,435,5,5,https://api.demoblaze.com/check,335,0,0
1650012787266,301,https://api.demoblaze.com/check,200,OK,Login 2-12,text,true,,303,435,4,4,https://api.demoblaze.com/check,301,0,0
1650012792342,1418,https://www.demoblaze.com/index.html,200,OK,Login 2-1,text,true,,467236,8474,3,3,https://www.demoblaze.com/index.html,452,0,179
1650012792342,485,https://www.demoblaze.com/index.html-0,200,OK,Login 2-1,text,true,,19902,513,3,3,https://www.demoblaze.com/index.html,452,0,179
1650012792829,80,https://www.demoblaze.com/index.html-1,200,OK,Login 2-1,bin,true,,5853,514,3,3,https://www.demoblaze.com/favicon.ico,74,0,0
1650012792829,318,https://www.demoblaze.com/index.html-2,200,OK,Login 2-1,text,true,,28533,552,3,3,https://www.demoblaze.com/node_modules/bootstrap/dist/css/bootstrap.min.css,249,0,174
1650012792829,786,https://www.demoblaze.com/index.html-3,200,OK,Login 2-1,text,true,,12777,546,3,3,https://www.demoblaze.com/node_modules/video.js/dist/video-js.min.css,764,0,480
1650012792829,460,https://www.demoblaze.com/index.html-4,200,OK,Login 2-1,text,true,,1220,520,3,3,https://www.demoblaze.com/css/latofonts.css,460,0,187
1650012792829,461,https://www.demoblaze.com/index.html-5,200,OK,Login 2-1,text,true,,996,520,3,3,https://www.demoblaze.com/css/latostyle.css,460,0,185
1650012792829,247,https://www.demoblaze.com/index.html-6,200,OK,Login 2-1,bin,true,,4263,509,3,3,https://www.demoblaze.com/bm.png,241,0,169
1650012792909,338,https://www.demoblaze.com/index.html-7,200,OK,Login 2-1,bin,true,,27679,515,3,3,https://www.demoblaze.com/Samsung1.jpg,262,0,178
1650012793076,524,https://www.demoblaze.com/index.html-8,200,OK,Login 2-1,bin,true,,34140,513,3,3,https://www.demoblaze.com/nexus1.jpg,446,0,171
1650012793148,330,https://www.demoblaze.com/index.html-9,200,OK,Login 2-1,bin,true,,34899,514,3,3,https://www.demoblaze.com/iphone1.jpg,252,0,178
1650012793247,117,https://www.demoblaze.com/index.html-10,200,OK,Login 2-1,text,true,,35854,541,3,3,https://www.demoblaze.com/node_modules/jquery/dist/jquery.min.js,83,0,0
1650012793290,470,https://www.demoblaze.com/index.html-11,200,OK,Login 2-1,text,true,,160152,542,3,3,https://www.demoblaze.com/node_modules/video.js/dist/video.min.js,249,0,176
1650012793291,402,https://www.demoblaze.com/index.html-12,200,OK,Login 2-1,text,true,,73034,567,3,3,https://www.demoblaze.com/node_modules/videojs-contrib-hls/dist/videojs-contrib-hls.min.js,249,0,176
1650012793364,292,https://www.demoblaze.com/index.html-13,200,OK,Login 2-1,text,true,,9366,544,3,3,https://www.demoblaze.com/node_modules/tether/dist/js/tether.min.js,284,0,0
1650012793479,86,https://www.demoblaze.com/index.html-14,200,OK,Login 2-1,text,true,,15612,550,3,3,https://www.demoblaze.com/node_modules/bootstrap/dist/js/bootstrap.min.js,74,0,0
1650012793566,75,https://www.demoblaze.com/index.html-15,200,OK,Login 2-1,text,true,,2956,514,3,3,https://www.demoblaze.com/js/index.js,74,0,0
1650012793761,295,https://api.demoblaze.com/check,200,OK,Login 2-1,text,true,,303,435,3,3,https://api.demoblaze.com/check,295,0,0
1650012796896,1574,https://www.demoblaze.com/index.html,200,OK,Login 2-6,text,true,,503140,8474,2,2,https://www.demoblaze.com/index.html,437,0,165
1650012796896,443,https://www.demoblaze.com/index.html-0,200,OK,Login 2-6,text,true,,5248,513,2,2,https://www.demoblaze.com/index.html,437,0,165
1650012797341,472,https://www.demoblaze.com/index.html-1,200,OK,Login 2-6,bin,true,,5875,514,2,2,https://www.demoblaze.com/favicon.ico,467,0,185
1650012797344,325,https://www.demoblaze.com/index.html-2,200,OK,Login 2-6,text,true,,28298,552,2,2,https://www.demoblaze.com/node_modules/bootstrap/dist/css/bootstrap.min.css,255,0,182
1650012797341,297,https://www.demoblaze.com/index.html-3,200,OK,Login 2-6,text,true,,12304,546,2,2,https://www.demoblaze.com/node_modules/video.js/dist/video-js.min.css,277,0,0
1650012797344,464,https://www.demoblaze.com/index.html-4,200,OK,Login 2-6,text,true,,1292,520,2,2,https://www.demoblaze.com/css/latofonts.css,464,0,179
1650012797344,256,https://www.demoblaze.com/index.html-5,200,OK,Login 2-6,text,true,,991,520,2,2,https://www.demoblaze.com/css/latostyle.css,255,0,179
1650012797344,464,https://www.demoblaze.com/index.html-6,200,OK,Login 2-6,bin,true,,4263,509,2,2,https://www.demoblaze.com/bm.png,464,0,178
1650012797601,514,https://www.demoblaze.com/index.html-7,200,OK,Login 2-6,bin,true,,27679,515,2,2,https://www.demoblaze.com/Samsung1.jpg,447,0,170
1650012797639,642,https://www.demoblaze.com/index.html-8,200,OK,Login 2-6,bin,true,,34140,513,2,2,https://www.demoblaze.com/nexus1.jpg,556,0,476
1650012797670,324,https://www.demoblaze.com/index.html-9,200,OK,Login 2-6,bin,true,,34899,514,2,2,https://www.demoblaze.com/iphone1.jpg,245,0,171
1650012797808,662,https://www.demoblaze.com/index.html-10,200,OK,Login 2-6,text,true,,86957,541,2,2,https://www.demoblaze.com/node_modules/jquery/dist/jquery.min.js,476,0,190
1650012797808,485,https://www.demoblaze.com/index.html-11,200,OK,Login 2-6,text,true,,160374,542,2,2,https://www.demoblaze.com/node_modules/video.js/dist/video.min.js,266,0,186
1650012797813,601,https://www.demoblaze.com/index.html-12,200,OK,Login 2-6,text,true,,72838,567,2,2,https://www.demoblaze.com/node_modules/videojs-contrib-hls/dist/videojs-contrib-hls.min.js,455,0,181
1650012797994,84,https://www.demoblaze.com/index.html-13,200,OK,Login 2-6,text,true,,9281,544,2,2,https://www.demoblaze.com/node_modules/tether/dist/js/tether.min.js,80,0,0
1650012798079,284,https://www.demoblaze.com/index.html-14,200,OK,Login 2-6,text,true,,15718,550,2,2,https://www.demoblaze.com/node_modules/bootstrap/dist/js/bootstrap.min.js,270,0,0
1650012798115,299,https://www.demoblaze.com/index.html-15,200,OK,Login 2-6,text,true,,2983,514,2,2,https://www.demoblaze.com/js/index.js,299,0,0
1650012798471,299,https://api.demoblaze.com/check,200,OK,Login 2-6,text,true,,303,435,2,2,https://api.demoblaze.com/check,299,0,0
1650012799639,1440,https://www.demoblaze.com/index.html,200,OK,Login 2-8,text,true,,451750,8474,1,1,https://www.demoblaze.com/index.html,446,0,169
1650012799639,453,https://www.demoblaze.com/index.html-0,200,OK,Login 2-8,text,true,,5285,513,1,1,https://www.demoblaze.com/index.html,446,0,169
1650012800094,273,https://www.demoblaze.com/index.html-1,200,OK,Login 2-8,bin,true,,5846,514,1,1,https://www.demoblaze.com/favicon.ico,270,0,192
1650012800094,314,https://www.demoblaze.com/index.html-2,200,OK,Login 2-8,text,true,,28216,552,1,1,https://www.demoblaze.com/node_modules/bootstrap/dist/css/bootstrap.min.css,246,0,174
1650012800094,537,https://www.demoblaze.com/index.html-3,200,OK,Login 2-8,text,true,,12429,546,1,1,https://www.demoblaze.com/node_modules/video.js/dist/video-js.min.css,516,0,442
1650012800094,77,https://www.demoblaze.com/index.html-4,200,OK,Login 2-8,text,true,,1233,520,1,1,https://www.demoblaze.com/css/latofonts.css,76,0,0
1650012800095,246,https://www.demoblaze.com/index.html-5,200,OK,Login 2-8,text,true,,892,520,1,1,https://www.demoblaze.com/css/latostyle.css,246,0,173
1650012800095,258,https://www.demoblaze.com/index.html-6,200,OK,Login 2-8,bin,true,,4263,509,1,1,https://www.demoblaze.com/bm.png,252,0,178
1650012800171,301,https://www.demoblaze.com/index.html-7,200,OK,Login 2-8,bin,true,,27679,515,1,1,https://www.demoblaze.com/Samsung1.jpg,233,0,160
1650012800342,327,https://www.demoblaze.com/index.html-8,200,OK,Login 2-8,bin,true,,34140,513,1,1,https://www.demoblaze.com/nexus1.jpg,249,0,174
1650012800354,522,https://www.demoblaze.com/index.html-9,200,OK,Login 2-8,bin,true,,34899,514,1,1,https://www.demoblaze.com/iphone1.jpg,441,0,165
1650012800368,323,https://www.demoblaze.com/index.html-10,200,OK,Login 2-8,text,true,,36010,541,1,1,https://www.demoblaze.com/node_modules/jquery/dist/jquery.min.js,241,0,168
1650012800409,670,https://www.demoblaze.com/index.html-11,200,OK,Login 2-8,text,true,,160145,542,1,1,https://www.demoblaze.com/node_modules/video.js/dist/video.min.js,449,0,169
1650012800473,160,https://www.demoblaze.com/index.html-12,200,OK,Login 2-8,text,true,,72701,567,1,1,https://www.demoblaze.com/node_modules/videojs-contrib-hls/dist/videojs-contrib-hls.min.js,73,0,0
1650012800632,265,https://www.demoblaze.com/index.html-13,200,OK,Login 2-8,text,true,,9578,544,1,1,https://www.demoblaze.com/node_modules/tether/dist/js/tether.min.js,251,0,177
1650012800633,81,https://www.demoblaze.com/index.html-14,200,OK,Login 2-8,text,true,,15651,550,1,1,https://www.demoblaze.com/node_modules/bootstrap/dist/js/bootstrap.min.js,74,0,0
1650012800669,276,https://www.demoblaze.com/index.html-15,200,OK,Login 2-8,text,true,,2783,514,1,1,https://www.demoblaze.com/js/index.js,276,0,0
1650012801080,467,https://api.demoblaze.com/check,200,OK,Login 2-8,text,true,,303,435,1,1,https://api.demoblaze.com/check,467,0,177
